𞠀,𞠁,𞠂,,,𞠅,,𞠇,𞠈,𞠉,𞠊,,,,𞠎,
,𞠑,,,𞠔,𞠕,𞠖,𞠗,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,𞠺,𞠻,,,𞠾,𞠿
𞡀,,,𞡃,,,,𞡇,,,,,,,,
𞡐,,,𞡓,,,𞡖,,,,𞡚,𞡛,𞡜,,,
𞡠,,,,,,,,,𞡩,,𞡫,𞡬,𞡭,𞡮,𞡯
,𞡱,,,,,𞡶,,,,,𞡻,𞡼,𞡽,,
,,𞢂,,,,𞢆,𞢇,𞢈,𞢉,𞢊,𞢋,𞢌,𞢍,,
,,𞢒,𞢓,,𞢕,,𞢗,𞢘,,,,,𞢝,,𞢟
,,𞢢,,,,𞢦,𞢧,𞢨,𞢩,,,,,,𞢯
,𞢱,,,,,,,,,𞢺,𞢻,𞢼,,,𞢿
𞣀,,,,,,,,,,,𞣋,,,,
